"hero","mini1","mini2","mini3","mini4","mini5","classes","sum","deck_cost","is_available","score"
"战争机器","archer","battle healer","dart golbin","healing ranger","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,21,FALSE,15.2
"natureborn","archer","battle healer","dart golbin","ice wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,15.2
"countess","archer","battle healer","dart golbin","幻术大师","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,14.799999999999999
"natureborn","archer","battle healer","dart golbin","electro wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,15.3
"natureborn","archer","battle healer","dart golbin","战斗拳手","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,15.4
"natureborn","archer","battle healer","dart golbin","战斗拳手","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,23,FALSE,15.4
"archer queen","archer","battle healer","dart golbin","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,23,FALSE,15.2
"natureborn","archer","battle healer","healing ranger","ice wizard","PEKKA","clan2,mage2,ranger2,saint2,specialist2",10,19,TRUE,13.399999999999999
"natureborn","archer","battle healer","healing ranger","ice wizard","幻术大师","clan2,mage2,ranger2,saint2,specialist2",10,17,FALSE,14.799999999999999
"natureborn","archer","battle healer","healing ranger","ice wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,15.2
"natureborn","archer","battle healer","healing ranger","ice wizard","飞斧屠夫","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,15.2
"natureborn","archer","battle healer","healing ranger","ice wizard","扫地小僧","clan2,mage2,ranger2,saint2,specialist2",10,18,FALSE,13.6
"countess","archer","battle healer","healing ranger","PEKKA","幻术大师","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13
"natureborn","archer","battle healer","healing ranger","PEKKA","electro wizard","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,13.5
"sheld maiden","archer","battle healer","healing ranger","PEKKA","战斗拳手","clan2,ranger2,saint4,specialist2",10,22,FALSE,13.5
"natureborn","archer","battle healer","healing ranger","PEKKA","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,13.6
"natureborn","archer","battle healer","healing ranger","PEKKA","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,13.6
"archer queen","archer","battle healer","healing ranger","PEKKA","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,13.4
"archer queen","archer","battle healer","healing ranger","幻术大师","magic archer","clan2,ranger4,rogue2,saint2",10,19,FALSE,14.6
"natureborn","archer","battle healer","healing ranger","幻术大师","magic archer","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,16.4
"monk","archer","battle healer","healing ranger","幻术大师","magic archer","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,14.899999999999999
"战争机器","archer","battle healer","healing ranger","幻术大师","magic archer","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,15
"natureborn","archer","battle healer","healing ranger","幻术大师","electro wizard","clan2,mage2,ranger2,saint2,specialist2",10,19,FALSE,14.899999999999999
"natureborn","archer","battle healer","healing ranger","幻术大师","bandit","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,14.899999999999999
"monk","archer","battle healer","healing ranger","幻术大师","bandit","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13.399999999999999
"战争机器","archer","battle healer","healing ranger","幻术大师","bandit","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13.5
"countess","archer","battle healer","healing ranger","幻术大师","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,14.799999999999999
"sheld maiden","archer","battle healer","healing ranger","幻术大师","战斗拳手","clan2,ranger2,saint4,specialist2",10,20,FALSE,14.9
"natureborn","archer","battle healer","healing ranger","幻术大师","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,18,FALSE,15
"natureborn","archer","battle healer","healing ranger","幻术大师","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,15
"archer queen","archer","battle healer","healing ranger","幻术大师","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,20,FALSE,14.799999999999999
"countess","archer","battle healer","healing ranger","幻术大师","飞斧屠夫","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,14.799999999999999
"natureborn","archer","battle healer","healing ranger","幻术大师","英雄猎手","clan2,ranger2,rogue2,saint2,specialist2",10,18,FALSE,15
"monk","archer","battle healer","healing ranger","幻术大师","英雄猎手","clan2,ranger2,rogue2,saint2,specialist2",10,18,FALSE,13.5
"战争机器","archer","battle healer","healing ranger","幻术大师","英雄猎手","clan2,ranger2,rogue2,saint2,specialist2",10,18,FALSE,13.6
"countess","archer","battle healer","healing ranger","幻术大师","扫地小僧","clan2,ranger2,rogue2,saint2,specialist2",10,18,FALSE,13.2
"barbarian king","archer","battle healer","healing ranger","骨犬","witch","clan4,ranger2,saint2,undead2",10,19,FALSE,13.1
"royal champion","archer","battle healer","healing ranger","骨犬","皇家幽灵","clan2,ranger2,royal2,saint2,undead2",10,20,FALSE,13.6
"skeleton king","archer","battle healer","healing ranger","giant","witch","clan4,ranger2,saint2,undead2",10,20,TRUE,13.5
"barbarian king","archer","battle healer","healing ranger","witch","皇家幽灵","clan4,ranger2,saint2,undead2",10,20,FALSE,14.9
"royal champion","archer","battle healer","healing ranger","witch","皇家幽灵","clan2,ranger2,royal2,saint2,undead2",10,20,FALSE,15.2
"skeleton king","archer","battle healer","healing ranger","mega knight","皇家幽灵","clan2,ranger2,royal2,saint2,undead2",10,21,FALSE,13.7
"archer queen","archer","battle healer","healing ranger","mega knight","公主","clan2,ranger4,royal2,saint2",10,22,FALSE,13.5
"archer queen","archer","battle healer","healing ranger","magic archer","bandit","clan2,ranger4,rogue2,saint2",10,21,TRUE,13.299999999999999
"countess","archer","battle healer","healing ranger","magic archer","公主","clan2,ranger4,rogue2,saint2",10,22,FALSE,15
"royal champion","archer","battle healer","healing ranger","magic archer","公主","clan2,ranger4,royal2,saint2",10,22,FALSE,15.2
"countess","archer","battle healer","healing ranger","magic archer","飞斧屠夫","clan2,ranger4,rogue2,saint2",10,22,FALSE,15
"natureborn","archer","battle healer","healing ranger","magic archer","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,16.8
"monk","archer","battle healer","healing ranger","magic archer","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,15.3
"战争机器","archer","battle healer","healing ranger","magic archer","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,22,FALSE,15.4
"archer queen","archer","battle healer","healing ranger","magic archer","英雄猎手","clan2,ranger4,rogue2,saint2",10,20,FALSE,13.4
"natureborn","archer","battle healer","healing ranger","electro wizard","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,15.3
"natureborn","archer","battle healer","healing ranger","electro wizard","飞斧屠夫","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,15.3
"natureborn","archer","battle healer","healing ranger","electro wizard","扫地小僧","clan2,mage2,ranger2,saint2,specialist2",10,20,FALSE,13.7
"wave master","archer","battle healer","healing ranger","dark prince","sailor","clan2,ranger2,rider2,saint2,sea2",10,20,FALSE,14.9
"royal champion","archer","battle healer","healing ranger","dark prince","sailor","clan2,ranger2,rider2,royal2,saint2",10,20,FALSE,15
"skeleton king","archer","battle healer","healing ranger","dark prince","皇家幽灵","clan2,ranger2,royal2,saint2,undead2",10,21,FALSE,15.2
"archer queen","archer","battle healer","healing ranger","dark prince","公主","clan2,ranger4,royal2,saint2",10,22,FALSE,15
"archer queen","archer","battle healer","healing ranger","皇家幽灵","公主","clan2,ranger4,royal2,saint2",10,22,FALSE,15.2
"skeleton king","archer","battle healer","healing ranger","皇家幽灵","公主","clan2,ranger2,royal2,saint2,undead2",10,22,FALSE,15.4
"royal champion","archer","battle healer","healing ranger","公主","飞斧屠夫","clan2,ranger4,royal2,saint2",10,23,FALSE,15.4
"natureborn","archer","battle healer","healing ranger","公主","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,23,FALSE,17
"monk","archer","battle healer","healing ranger","公主","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,23,FALSE,15.5
"战争机器","archer","battle healer","healing ranger","公主","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,23,FALSE,15.6
"natureborn","archer","battle healer","healing ranger","战斗拳手","风暴法师","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,15.4
"natureborn","archer","battle healer","healing ranger","战斗拳手","狱塔护法","clan2,mage2,ranger2,saint2,specialist2",10,23,FALSE,15.4
"archer queen","archer","battle healer","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger4,saint2,specialist2",10,23,FALSE,15.2
"sheld maiden","archer","battle healer","healing ranger","战斗拳手","飞斧屠夫","clan2,ranger2,saint4,specialist2",10,23,FALSE,15.3
"sheld maiden","archer","battle healer","healing ranger","战斗拳手","扫地小僧","clan2,ranger2,saint4,specialist2",10,21,FALSE,13.7
"natureborn","archer","battle healer","healing ranger","风暴法师","飞斧屠夫","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,15.4
"natureborn","archer","battle healer","healing ranger","风暴法师","扫地小僧","clan2,mage2,ranger2,saint2,specialist2",10,19,FALSE,13.8
"natureborn","archer","battle healer","healing ranger","狱塔护法","飞斧屠夫","clan2,mage2,ranger2,saint2,specialist2",10,23,FALSE,15.4
"natureborn","archer","battle healer","healing ranger","狱塔护法","扫地小僧","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,13.8
"archer queen","archer","battle healer","healing ranger","飞斧屠夫","扫地小僧","clan2,ranger4,saint2,specialist2",10,21,FALSE,13.6
"natureborn","archer","battle healer","ice wizard","幻术大师","magic archer","clan2,mage2,ranger2,rogue2,specialist2",10,18,FALSE,15
"natureborn","archer","battle healer","ice wizard","magic archer","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,21,FALSE,15.4
"natureborn","archer","battle healer","ice wizard","公主","战斗拳手","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,15.6
"natureborn","archer","battle healer","ice wizard","战斗拳手","飞斧屠夫","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,15.6
"grand warden","archer","battle healer","ice wizard","战斗拳手","飞斧屠夫","clan2,mage2,ranger2,saint2,specialist2",10,22,FALSE,14.1
"wave master","archer","battle healer","fishman","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,sea2,specialist2",10,23,FALSE,13.9
"圣锤战神","archer","battle healer","lumberjack","战斗拳手","飞斧屠夫","clan2,elixir2,ranger2,saint2,specialist2",10,23,FALSE,14.2
"sheld maiden","archer","battle healer","PEKKA","幻术大师","magic archer","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,13.299999999999999
"countess","archer","battle healer","PEKKA","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,23,FALSE,13.6
"royal champion","archer","battle healer","PEKKA","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,24,FALSE,14
"natureborn","archer","battle healer","PEKKA","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,24,FALSE,15.6
"monk","archer","battle healer","PEKKA","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,24,FALSE,14.1
"战争机器","archer","battle healer","PEKKA","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,24,FALSE,14.2
"natureborn","archer","battle healer","幻术大师","magic archer","electro wizard","clan2,mage2,ranger2,rogue2,specialist2",10,20,FALSE,15.1
"barbarian king","archer","battle healer","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,14.9
"archer queen","archer","battle healer","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,15
"countess","archer","battle healer","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,15
"sheld maiden","archer","battle healer","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,15.1
"natureborn","archer","battle healer","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,16.8
"monk","archer","battle healer","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,15.3
"战争机器","archer","battle healer","幻术大师","magic archer","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,15.4
"natureborn","archer","battle healer","幻术大师","magic archer","风暴法师","clan2,mage2,ranger2,rogue2,specialist2",10,19,FALSE,15.2
"natureborn","archer","battle healer","幻术大师","magic archer","狱塔护法","clan2,mage2,ranger2,rogue2,specialist2",10,21,FALSE,15.2
"archer queen","archer","battle healer","幻术大师","magic archer","飞斧屠夫","clan2,ranger4,rogue2,specialist2",10,21,FALSE,15
"sheld maiden","archer","battle healer","幻术大师","magic archer","飞斧屠夫","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,15.1
"sheld maiden","archer","battle healer","幻术大师","magic archer","扫地小僧","clan2,ranger2,rogue2,saint2,specialist2",10,19,FALSE,13.5
"archer queen","archer","battle healer","幻术大师","bandit","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,13.5
"sheld maiden","archer","battle healer","幻术大师","bandit","飞斧屠夫","clan2,ranger2,rogue2,saint2,specialist2",10,21,FALSE,13.6
"countess","archer","battle healer","幻术大师","公主","战斗拳手","clan2,ranger2,rogue2,saint2,specialist2",10,22,FALSE,15.2
"royal champion","archer","battle healer","幻术大师","公主","战斗拳手","clan2,ranger2,royal2,saint2,specialist2",10,22,FALSE,15.4
"countess","archer","battle healer","幻术大师","战斗拳手","飞斧屠夫","clan2,ranger2,rogue2,saint2,specialist2",10,22,FALSE,15.2
"natureborn","archer","battle healer","幻术大师","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,22,FALSE,17
"monk","archer","battle healer","幻术大师","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,22,FALSE,15.5
"战争机器","archer","battle healer","幻术大师","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist4",10,22,FALSE,15.6
"archer queen","archer","battle healer","幻术大师","战斗拳手","英雄猎手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,13.6
"sheld maiden","archer","battle healer","幻术大师","飞斧屠夫","英雄猎手","clan2,ranger2,rogue2,saint2,specialist2",10,20,FALSE,13.7
"sheld maiden","archer","battle healer","骨犬","皇家幽灵","公主","clan2,ranger2,royal2,saint2,undead2",10,22,FALSE,13.9
"skeleton king","archer","battle healer","骨犬","战斗拳手","飞斧屠夫","clan2,ranger2,saint2,specialist2,undead2",10,23,FALSE,14
"barbarian king","archer","battle healer","giant","战斗拳手","飞斧屠夫","clan4,ranger2,saint2,specialist2",10,24,FALSE,13.8
"barbarian king","archer","battle healer","witch","皇家幽灵","公主","clan4,ranger2,royal2,undead2",10,22,FALSE,15.3
"sheld maiden","archer","battle healer","witch","皇家幽灵","公主","clan2,ranger2,royal2,saint2,undead2",10,22,FALSE,15.5
